Game Turn, Player, Operation, Notes, Team, Team Notes, Team Members, Terrain
182, 1, Operation Civilian Builder Capture running
182, 1, Civilian Builder Capture, ,0, Not Ready, 
182, 7, Naval Superiority, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_MUSKETMAN
182, 9, Naval Superiority, Started
182, 9, Naval Superiority, No recruits to reach minimum, , , 
182, 9, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_CARAVEL
182, 9, Naval Superiority, Operation complete
182, 10, Naval Superiority, Started
182, 10, Naval Superiority, No recruits to reach minimum, , , 
182, 10, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
182, 10, Naval Superiority, Operation complete
182, 12, Operation City Defense running
182, 12, City Defense, ,0, Ready, UNIT_MUSKETMAN; 
182, 12, City Defense, No recruits to reach minimum, , , 
182, 12, City Defense, No recruits to match strength, , Enemy Str: 55.0, 
182, 12, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_CROSSBOWMAN
182, 15, Operation City Defense running
182, City Defense, 15, , Battle line, 51:10, 0 endangered
182, 15, City Defense, ,0, Ready, UNIT_MUSKETMAN; 
182, 15, City Defense, Operation complete
182, 21, Naval Superiority, Started
182, 21, Naval Superiority, No recruits to reach minimum, , , 
182, 21, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
182, 21, Naval Superiority, Operation complete
182, 22, Operation City Defense running
182, 22, City Defense, ,0, Ready, UNIT_CROSSBOWMAN; UNIT_CROSSBOWMAN; 
182, 22, City Defense, No recruits to reach minimum, , , 
182, 22, City Defense, No recruits to match strength, , Enemy Str: 30.0, 
182, 22, City Defense, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_CROSSBOWMAN
182, 24, Naval Superiority, Started
182, 24, Naval Superiority, No recruits to reach minimum, , , 
182, 24, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_CARAVEL
182, 24, Naval Superiority, Operation complete
182, 63, Operation Barbarian Attack running
182, 63, Barbarian Attack, ,0, Not Ready, 
182, 63, Operation Barbarian City Assault running
182, 63, Barbarian City Assault, ,0, Not Ready, 
182, 63, Operation Barbarian Attack running
182, 63, Barbarian Attack, ,0, Not Ready, 
182, 63, Operation Barbarian Attack running
182, 63, Barbarian Attack, ,0, Not Ready, 
182, 63, Operation Barbarian Attack running
182, 63, Barbarian Attack, ,0, Not Ready, 
182, 63, Operation Barbarian Attack running
182, 63, Barbarian Attack, ,0, Not Ready, 
182, 63, Operation Barbarian Attack running
182, 63, Barbarian Attack, ,0, Not Ready, 
182, 63, Operation Barbarian Attack running
182, 63, Barbarian Attack, ,0, Not Ready, 
182, 63, Operation Barbarian Attack running
182, 63, Barbarian Attack, ,0, Not Ready, 
183, 1, Operation Civilian Builder Capture running
183, 1, Civilian Builder Capture, ,0, Not Ready, 
183, 1, Operation Attack Barb Camp running
183, 1, Attack Barb Camp, ,0, Not Ready, UNIT_CATAPULT; 
183, 1, Operation Settle New City running
183, 1, Settle New City, ,0, Ready, UNIT_KNIGHT; UNIT_SETTLER; UNIT_CATAPULT; UNIT_AT_CREW; 
183, 1, Operation Attack Walled City running
183, Attack Walled City, 1, , Battle line, 39:15, 0 endangered
183, 1, Attack Walled City, ,0, Not Ready, UNIT_BOMBER; UNIT_TANK; UNIT_TANK; UNIT_BOMBER; UNIT_MACHINE_GUN; 
183, 1, Operation Attack Walled City running
183, Attack Walled City, 1, , Battle line, 39:14, 0 endangered
183, 1, Attack Walled City, ,0, Ready, UNIT_BOMBER; UNIT_MECHANIZED_INFANTRY; UNIT_MECHANIZED_INFANTRY; UNIT_MECHANIZED_INFANTRY; UNIT_BOMBER; UNIT_ARTILLERY; UNIT_ARTILLERY; 
183, 1, Naval Superiority, Started
183, 1, Settle New City, No recruits to reach minimum, , , 
183, 1, Settle New City, No recruits to match strength, , Enemy Str: 97.0, 
183, 1, Settle New City, No recruits to reach minimum, , , 
183, 1, Settle New City, No recruits to match strength, , Enemy Str: 97.0, 
183, 1, Settle New City, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_BOMBER
183, 1, Settle New City, Operation Move, UNIT_SETTLER, 73:51, 73:51, 73:51
183, 1, Settle New City, Operation Move, UNIT_CATAPULT, 73:51, 73:51, 73:51
183, 1, Settle New City, Operation Move, UNIT_KNIGHT, 75:49, 74:50, 74:50
183, 1, Settle New City, Operation Move, UNIT_AT_CREW, 47:15, 72:51, 44:13
183, 1, Attack Barb Camp, No recruits to reach minimum, , , 
183, 1, Attack Barb Camp, No recruits to match strength, , Enemy Str: 48.5, 
183, 1, Attack Barb Camp, No recruits to reach minimum, , , 
183, 1, Attack Barb Camp, No recruits to match strength, , Enemy Str: 48.5, 
183, 1, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
183, 1, Attack Barb Camp, Operation Move, UNIT_CATAPULT, 43:48, 30:49, 42:48
183, 1, Attack Walled City, No recruits to reach minimum, , , 
183, 1, Attack Walled City, No recruits to reach minimum, , , 
183, 1, Attack Walled City, Operation Recruit, 5 units, Recruited 0, Contract for: UNIT_MACHINE_GUN
183, 1, Attack Walled City, Operation Move, UNIT_TANK, 42:9, 42:9, 42:9
183, 1, Attack Walled City, Operation Move, UNIT_TANK, 41:9, 41:9, 41:9
