Game Turn, City, Production Added, Current Item, Current Production, Production Needed
182, LOC_CITY_NAME_VILNIUS, 10.0, BUILDING_STAR_FORT, 97.5, 204
182, LOC_CITY_NAME_HATTUSA, 31.2, DISTRICT_HARBOR, 250.1, 241
183, LOC_CITY_NAME_MBANZA_KONGO, 77.6, BUILDING_ZOO, 213.6, 298
183, LOC_CITY_NAME_MBUMBI, 20.0, DISTRICT_INDUSTRIAL_ZONE, 44.2, 148
183, LOC_CITY_NAME_SEOUL, 24.0, BUILDING_BROADCAST_CENTER, 341.2, 388
183, LOC_CITY_NAME_MBAMBA, 10.0, DISTRICT_ENTERTAINMENT_COMPLEX, 221.5, 218
183, LOC_CITY_NAME_KWILA, 4.8, DISTRICT_ENTERTAINMENT_COMPLEX, 143.3, 205
183, LOC_CITY_NAME_MBWILA, 8.0, BUILDING_AMPHITHEATER, 18.4, 100
183, LOC_CITY_NAME_MPINDA, 6.0, DISTRICT_ENTERTAINMENT_COMPLEX, 181.5, 198
183, LOC_CITY_NAME_KWANGO, 1.9, DISTRICT_ENTERTAINMENT_COMPLEX, 85.7, 218
183, LOC_CITY_NAME_MBANZA_NSUNDI, 21.9, DISTRICT_COMMERCIAL_HUB, 254.8, 237
183, LOC_CITY_NAME_KINCHASSA, 13.0, DISTRICT_MBANZA, 79.0, 94
183, LOC_CITY_NAME_MBANZA_MPANGU, 5.0, DISTRICT_MBANZA, 43.6, 121
183, LOC_CITY_NAME_SANGA, 1.0, DISTRICT_THEATER, 54.7, 162
183, LOC_CITY_NAME_URUK, 79.8, PROJECT_MANHATTAN_PROJECT, 452.3, 670
183, LOC_CITY_NAME_UR, 104.0, BUILDING_EIFFEL_TOWER, 717.8, 1085
183, LOC_CITY_NAME_JIAODONG, 69.6, BUILDING_ESTADIO_DO_MARACANA, 844.2, 1165
183, LOC_CITY_NAME_XIAN, 71.7, BUILDING_BOLSHOI_THEATRE, 217.7, 830
183, LOC_CITY_NAME_ADAB, 111.0, UNIT_MACHINE_GUN, 453.9, 813
183, LOC_CITY_NAME_LAGASH, 93.3, BUILDING_MILITARY_ACADEMY, 257.0, 261
183, LOC_CITY_NAME_SIPPAR, 61.1, UNIT_MECHANIZED_INFANTRY, 169.2, 435
183, LOC_CITY_NAME_NIPPUR, 42.5, BUILDING_SEAPORT, 396.6, 388
183, LOC_CITY_NAME_ERIDU, 31.4, DISTRICT_COMMERCIAL_HUB, 125.8, 322
183, LOC_CITY_NAME_AKSHAK, 7.2, UNIT_MISSILE_CRUISER, 221.9, 455
183, LOC_CITY_NAME_LARSA, 29.6, BUILDING_HANGAR, 118.4, 311
183, LOC_CITY_NAME_NIDAROS, 95.8, UNIT_SPY, 369.8, 301
183, LOC_CITY_NAME_KRISTIANSAND, 28.9, BUILDING_ARENA, 67.5, 100
183, LOC_CITY_NAME_STAVANGER, 30.6, DISTRICT_INDUSTRIAL_ZONE, 155.9, 156
183, LOC_CITY_NAME_KABUL, 52.2, UNIT_FIGHTER, 339.7, 348
183, LOC_CITY_NAME_SKEDSMO, 37.4, BUILDING_ZOO, 109.4, 298
183, LOC_CITY_NAME_SKIEN, 34.7, UNIT_BOMBER, 87.3, 375
183, LOC_CITY_NAME_OSLO, 50.7, BUILDING_MILITARY_ACADEMY, 50.7, 261
183, LOC_CITY_NAME_AVALDSNES, 18.7, DISTRICT_COMMERCIAL_HUB, 48.1, 263
183, LOC_CITY_NAME_GENEVA, 52.7, BUILDING_SHIPYARD, 198.6, 194
183, LOC_CITY_NAME_ALESUND, 14.0, BUILDING_STAR_FORT, 60.3, 204
183, LOC_CITY_NAME_STAVANGER, 97.0, DISTRICT_INDUSTRIAL_ZONE, 252.9, 156
183, LOC_CITY_NAME_LONDON, 63.0, UNIT_SUBMARINE, 600.2, 723
183, LOC_CITY_NAME_SHEFFIELD, 140.0, BUILDING_RESEARCH_LAB, 395.7, 388
183, LOC_CITY_NAME_BRISTOL, 80.2, DISTRICT_CAMPUS, 97.5, 64
183, LOC_CITY_NAME_BIRMINGHAM, 91.0, BUILDING_RESEARCH_LAB, 350.4, 388
183, LOC_CITY_NAME_PLYMOUTH, 36.8, BUILDING_SEAPORT, 344.9, 388
183, LOC_CITY_NAME_LEEDS, 57.8, BUILDING_HANGAR, 365.3, 311
183, LOC_CITY_NAME_KANDY, 24.5, BUILDING_SEWER, 114.9, 134
183, LOC_CITY_NAME_BRADFORD, 27.0, BUILDING_SHIPYARD, 110.2, 194
183, LOC_CITY_NAME_MANCHESTER, 43.2, BUILDING_POWER_PLANT, 405.5, 388
183, LOC_CITY_NAME_BIRMINGHAM, 49.0, BUILDING_RESEARCH_LAB, 399.4, 388
183, LOC_CITY_NAME_PARIS, 91.4, BUILDING_HANGAR, 251.9, 311
183, LOC_CITY_NAME_BORDEAUX, 56.9, BUILDING_STADIUM, 401.2, 442
183, LOC_CITY_NAME_LA_ROCHELLE, 69.7, BUILDING_BOLSHOI_THEATRE, 607.6, 830
183, LOC_CITY_NAME_ROUEN, 51.7, UNIT_INFANTRY, 130.7, 288
183, LOC_CITY_NAME_NANTES, 42.6, BUILDING_STAR_FORT, 159.4, 204
183, LOC_CITY_NAME_RENNES, 73.0, BUILDING_STADIUM, 504.3, 442
183, LOC_CITY_NAME_MARSEILLE, 26.4, BUILDING_STAR_FORT, 114.9, 204
183, LOC_CITY_NAME_MOHENJO_DARO, 24.4, BUILDING_BANK, 205.6, 194
183, LOC_CITY_NAME_TOULOUSE, 24.4, BUILDING_CASTLE, 169.3, 150
183, LOC_CITY_NAME_RHEIMS, 46.7, BUILDING_SEAPORT, 270.0, 388
183, LOC_CITY_NAME_RHEIMS, 143.8, BUILDING_SEAPORT, 413.8, 388
183, LOC_CITY_NAME_PARIS, 143.8, BUILDING_HANGAR, 395.7, 311
183, LOC_CITY_NAME_RIO_DE_JANEIRO, 107.7, UNIT_BRAZILIAN_MINAS_GERAES, 352.1, 648
183, LOC_CITY_NAME_FORTALEZA, 37.0, BUILDING_SEAPORT, 343.8, 388
183, LOC_CITY_NAME_BELEM, 115.4, BUILDING_STAR_FORT, 115.4, 204
183, LOC_CITY_NAME_YEREVAN, 57.6, BUILDING_POWER_PLANT, 127.2, 388
183, LOC_CITY_NAME_SALVADOR, 28.5, DISTRICT_COMMERCIAL_HUB, 270.0, 322
183, LOC_CITY_NAME_MANAUS, 26.6, UNIT_SPY, 489.6, 603
183, LOC_CITY_NAME_GUARULHOS, 53.6, DISTRICT_ENCAMPMENT, 367.2, 322
183, LOC_CITY_NAME_PORTO_ALEGRE, 46.3, DISTRICT_THEATER, 346.0, 322
183, LOC_CITY_NAME_SAO_LUIS, 36.1, BUILDING_POWER_PLANT, 422.7, 388
183, LOC_CITY_NAME_NATAL, 38.0, DISTRICT_ENCAMPMENT, 180.0, 322
183, LOC_CITY_NAME_STOCKHOLM, 22.5, UNIT_AT_CREW, 132.2, 268
183, LOC_CITY_NAME_GOIANIA, 3.7, BUILDING_MONUMENT, 3.7, 40
183, LOC_CITY_NAME_CAIRO, 123.9, UNIT_BOMBER, 277.5, 375
183, LOC_CITY_NAME_BAGHDAD, 55.5, BUILDING_HANGAR, 316.2, 311
183, LOC_CITY_NAME_HONG_KONG, 61.0, UNIT_MUSKETMAN, 172.6, 160
183, LOC_CITY_NAME_MEDINA, 58.9, UNIT_SUBMARINE, 239.8, 482
183, LOC_CITY_NAME_ADEN, 57.3, BUILDING_SEAPORT, 275.8, 388
183, LOC_CITY_NAME_MECCA, 25.9, BUILDING_STOCK_EXCHANGE, 139.1, 261
183, LOC_CITY_NAME_JEDDAH, 31.4, BUILDING_STOCK_EXCHANGE, 193.7, 261
183, LOC_CITY_NAME_HATTIN, 29.6, DISTRICT_ENCAMPMENT, 88.0, 133
183, LOC_CITY_NAME_HOMS, 16.6, BUILDING_MUSEUM_ARTIFACT, 160.6, 194
183, LOC_CITY_NAME_ZANZIBAR, 14.8, BUILDING_SEAPORT, 230.4, 388
183, LOC_CITY_NAME_BUENOS_AIRES, 4.1, BUILDING_SHIPYARD, 63.5, 194
183, LOC_CITY_NAME_NAN_MADOL, 14.4, BUILDING_BROADCAST_CENTER, 306.7, 388
183, LOC_CITY_NAME_PRESLAV, 4.0, UNIT_CROSSBOWMAN, 64.0, 120
183, LOC_CITY_NAME_LA_VENTA, 8.0, PROJECT_ENHANCE_DISTRICT_HOLY_SITE, 132.5, 171
183, LOC_CITY_NAME_BANDAR_BRUNEI, 14.9, BUILDING_SEWER, 14.9, 134
183, LOC_CITY_NAME_VALLETTA, 12.3, UNIT_CROSSBOWMAN, 12.3, 120
183, LOC_CITY_NAME_AMSTERDAM, 4.8, BUILDING_SEWER, 27.0, 134
183, LOC_CITY_NAME_VILNIUS, 10.0, BUILDING_STAR_FORT, 107.5, 204
183, LOC_CITY_NAME_HATTUSA, 14.3, BUILDING_LIGHTHOUSE, 14.3, 80
184, LOC_CITY_NAME_MBANZA_KONGO, 47.5, BUILDING_ZOO, 261.1, 298
184, LOC_CITY_NAME_MBUMBI, 24.0, DISTRICT_INDUSTRIAL_ZONE, 68.2, 148
184, LOC_CITY_NAME_SEOUL, 24.0, BUILDING_BROADCAST_CENTER, 365.2, 388
184, LOC_CITY_NAME_MBAMBA, 11.1, DISTRICT_MBANZA, 11.1, 71
184, LOC_CITY_NAME_KWILA, 4.8, DISTRICT_ENTERTAINMENT_COMPLEX, 148.1, 205
184, LOC_CITY_NAME_MBWILA, 8.0, BUILDING_AMPHITHEATER, 26.4, 100
184, LOC_CITY_NAME_MPINDA, 6.0, DISTRICT_ENTERTAINMENT_COMPLEX, 187.5, 198
184, LOC_CITY_NAME_KWANGO, 1.9, DISTRICT_ENTERTAINMENT_COMPLEX, 87.6, 218
184, LOC_CITY_NAME_MBANZA_NSUNDI, 39.6, BUILDING_WALLS, 39.6, 53
184, LOC_CITY_NAME_KINCHASSA, 14.3, DISTRICT_MBANZA, 93.3, 94
184, LOC_CITY_NAME_MBANZA_MPANGU, 5.0, DISTRICT_MBANZA, 48.6, 121
184, LOC_CITY_NAME_SANGA, 1.0, DISTRICT_THEATER, 55.7, 162
184, LOC_CITY_NAME_URUK, 87.6, PROJECT_MANHATTAN_PROJECT, 539.9, 670
184, LOC_CITY_NAME_UR, 103.1, BUILDING_EIFFEL_TOWER, 820.8, 1085
184, LOC_CITY_NAME_JIAODONG, 66.2, BUILDING_ESTADIO_DO_MARACANA, 910.4, 1165
184, LOC_CITY_NAME_XIAN, 68.2, BUILDING_BOLSHOI_THEATRE, 286.0, 830
184, LOC_CITY_NAME_ADAB, 102.1, UNIT_MACHINE_GUN, 555.9, 813
184, LOC_CITY_NAME_LAGASH, 102.2, BUILDING_MILITARY_ACADEMY, 359.1, 261
184, LOC_CITY_NAME_SIPPAR, 56.2, UNIT_MECHANIZED_INFANTRY, 225.4, 435
184, LOC_CITY_NAME_NIPPUR, 49.3, BUILDING_AIRPORT, 49.3, 402
184, LOC_CITY_NAME_ERIDU, 34.5, DISTRICT_COMMERCIAL_HUB, 160.4, 322
184, LOC_CITY_NAME_AKSHAK, 6.7, UNIT_MISSILE_CRUISER, 228.6, 455
184, LOC_CITY_NAME_LARSA, 32.5, BUILDING_HANGAR, 150.9, 311
184, LOC_CITY_NAME_XIAN, 131.3, BUILDING_BOLSHOI_THEATRE, 417.2, 830
184, LOC_CITY_NAME_NIDAROS, 131.7, DISTRICT_AERODROME, 131.7, 263
184, LOC_CITY_NAME_KRISTIANSAND, 28.9, BUILDING_ARENA, 96.4, 100
184, LOC_CITY_NAME_KABUL, 52.2, UNIT_FIGHTER, 391.8, 348
184, LOC_CITY_NAME_SKEDSMO, 37.4, BUILDING_ZOO, 146.8, 298
184, LOC_CITY_NAME_SKIEN, 34.7, UNIT_BOMBER, 122.0, 375
184, LOC_CITY_NAME_OSLO, 45.7, BUILDING_MILITARY_ACADEMY, 96.5, 261
184, LOC_CITY_NAME_AVALDSNES, 18.7, DISTRICT_COMMERCIAL_HUB, 66.8, 263
184, LOC_CITY_NAME_GENEVA, 57.3, BUILDING_MONUMENT, 102.3, 40
184, LOC_CITY_NAME_ALESUND, 14.0, BUILDING_STAR_FORT, 74.3, 204
184, LOC_CITY_NAME_LONDON, 75.6, UNIT_SUBMARINE, 675.8, 723
184, LOC_CITY_NAME_SHEFFIELD, 180.4, UNIT_TRADER, 180.4, 85
184, LOC_CITY_NAME_BRISTOL, 101.9, BUILDING_LIBRARY, 101.9, 60
184, LOC_CITY_NAME_PLYMOUTH, 36.8, BUILDING_SEAPORT, 381.7, 388
184, LOC_CITY_NAME_LEEDS, 122.5, BUILDING_MILITARY_ACADEMY, 122.5, 261
184, LOC_CITY_NAME_KANDY, 24.5, BUILDING_SEWER, 139.4, 134
184, LOC_CITY_NAME_BRADFORD, 34.2, BUILDING_SHIPYARD, 144.4, 194
184, LOC_CITY_NAME_MANCHESTER, 67.9, DISTRICT_ENTERTAINMENT_COMPLEX, 67.9, 160
184, LOC_CITY_NAME_PRESTON, 57.6, BUILDING_BANK, 57.6, 194
184, LOC_CITY_NAME_BORDEAUX, 56.9, BUILDING_STADIUM, 458.1, 442
184, LOC_CITY_NAME_LA_ROCHELLE, 71.6, BUILDING_BOLSHOI_THEATRE, 679.1, 830
184, LOC_CITY_NAME_ROUEN, 53.1, UNIT_INFANTRY, 183.8, 288
184, LOC_CITY_NAME_NANTES, 42.6, BUILDING_STAR_FORT, 202.0, 204
184, LOC_CITY_NAME_RENNES, 133.4, DISTRICT_COMMERCIAL_HUB, 133.4, 355
184, LOC_CITY_NAME_MARSEILLE, 27.1, BUILDING_STAR_FORT, 142.0, 204
184, LOC_CITY_NAME_MOHENJO_DARO, 36.6, BUILDING_MUSEUM_ARTIFACT, 36.6, 194
184, LOC_CITY_NAME_TOULOUSE, 44.3, DISTRICT_THEATER, 44.3, 355
184, LOC_CITY_NAME_RIO_DE_JANEIRO, 115.7, UNIT_BRAZILIAN_MINAS_GERAES, 467.8, 648
184, LOC_CITY_NAME_FORTALEZA, 45.6, BUILDING_SEAPORT, 389.4, 388
184, LOC_CITY_NAME_BELEM, 84.0, UNIT_SETTLER, 84.0, 214
184, LOC_CITY_NAME_YEREVAN, 57.6, BUILDING_POWER_PLANT, 184.8, 388
184, LOC_CITY_NAME_SALVADOR, 27.8, DISTRICT_COMMERCIAL_HUB, 297.7, 322
184, LOC_CITY_NAME_MANAUS, 25.9, UNIT_SPY, 515.5, 603
184, LOC_CITY_NAME_GUARULHOS, 117.2, BUILDING_BARRACKS, 117.2, 60
184, LOC_CITY_NAME_PORTO_ALEGRE, 70.3, BUILDING_AMPHITHEATER, 70.3, 100
184, LOC_CITY_NAME_SAO_LUIS, 72.7, DISTRICT_COMMERCIAL_HUB, 72.7, 322
184, LOC_CITY_NAME_NATAL, 49.3, DISTRICT_ENCAMPMENT, 229.3, 322
184, LOC_CITY_NAME_MACEIO, 27.2, UNIT_TRADER, 27.2, 97
184, LOC_CITY_NAME_STOCKHOLM, 23.9, UNIT_AT_CREW, 156.1, 268
184, LOC_CITY_NAME_GOIANIA, 3.7, BUILDING_MONUMENT, 7.4, 40
184, LOC_CITY_NAME_CAIRO, 123.9, UNIT_BOMBER, 401.4, 375
184, LOC_CITY_NAME_BAGHDAD, 64.4, BUILDING_AIRPORT, 64.4, 402
184, LOC_CITY_NAME_HONG_KONG, 73.7, UNIT_MUSKETMAN, 73.7, 160
184, LOC_CITY_NAME_MEDINA, 57.3, UNIT_SUBMARINE, 297.1, 482
184, LOC_CITY_NAME_ADEN, 57.3, BUILDING_SEAPORT, 333.1, 388
184, LOC_CITY_NAME_MECCA, 25.9, BUILDING_STOCK_EXCHANGE, 165.0, 261
184, LOC_CITY_NAME_JEDDAH, 31.4, BUILDING_STOCK_EXCHANGE, 225.1, 261
184, LOC_CITY_NAME_HATTIN, 29.6, DISTRICT_ENCAMPMENT, 117.6, 133
184, LOC_CITY_NAME_HOMS, 16.6, BUILDING_MUSEUM_ARTIFACT, 177.2, 194
184, LOC_CITY_NAME_ZANZIBAR, 14.8, BUILDING_SEAPORT, 245.2, 388
184, LOC_CITY_NAME_BUENOS_AIRES, 4.1, BUILDING_SHIPYARD, 67.5, 194
184, LOC_CITY_NAME_NAN_MADOL, 14.4, BUILDING_BROADCAST_CENTER, 321.1, 388
184, LOC_CITY_NAME_PRESLAV, 4.0, UNIT_CROSSBOWMAN, 68.0, 120
184, LOC_CITY_NAME_LA_VENTA, 8.0, PROJECT_ENHANCE_DISTRICT_HOLY_SITE, 140.5, 171
184, LOC_CITY_NAME_BANDAR_BRUNEI, 6.4, BUILDING_SEWER, 21.3, 134
184, LOC_CITY_NAME_VALLETTA, 7.2, UNIT_CROSSBOWMAN, 19.5, 120
184, LOC_CITY_NAME_AMSTERDAM, 4.8, BUILDING_SEWER, 31.8, 134
184, LOC_CITY_NAME_VILNIUS, 10.0, BUILDING_STAR_FORT, 117.5, 204
184, LOC_CITY_NAME_HATTUSA, 4.8, BUILDING_LIGHTHOUSE, 19.1, 80
185, LOC_CITY_NAME_MBANZA_KONGO, 47.5, BUILDING_ZOO, 308.6, 298
185, LOC_CITY_NAME_MBUMBI, 24.0, DISTRICT_INDUSTRIAL_ZONE, 92.2, 148
185, LOC_CITY_NAME_SEOUL, 24.0, BUILDING_BROADCAST_CENTER, 389.2, 388
185, LOC_CITY_NAME_MBAMBA, 8.0, DISTRICT_MBANZA, 19.1, 71
185, LOC_CITY_NAME_KWILA, 4.8, DISTRICT_ENTERTAINMENT_COMPLEX, 152.8, 205
185, LOC_CITY_NAME_MBWILA, 8.0, BUILDING_AMPHITHEATER, 34.4, 100
185, LOC_CITY_NAME_MPINDA, 6.0, DISTRICT_ENTERTAINMENT_COMPLEX, 193.5, 198
185, LOC_CITY_NAME_KWANGO, 1.9, DISTRICT_ENTERTAINMENT_COMPLEX, 89.5, 218
185, LOC_CITY_NAME_MBANZA_NSUNDI, 21.9, BUILDING_WALLS, 61.5, 53
185, LOC_CITY_NAME_KINCHASSA, 14.3, DISTRICT_MBANZA, 107.5, 94
185, LOC_CITY_NAME_MBANZA_MPANGU, 5.0, DISTRICT_MBANZA, 53.6, 121
185, LOC_CITY_NAME_SANGA, 1.0, DISTRICT_THEATER, 56.6, 162
185, LOC_CITY_NAME_URUK, 87.6, PROJECT_MANHATTAN_PROJECT, 627.5, 670
185, LOC_CITY_NAME_UR, 118.5, BUILDING_EIFFEL_TOWER, 939.4, 1085
185, LOC_CITY_NAME_JIAODONG, 76.2, BUILDING_ESTADIO_DO_MARACANA, 986.6, 1165
185, LOC_CITY_NAME_XIAN, 80.8, BUILDING_BOLSHOI_THEATRE, 498.0, 830
185, LOC_CITY_NAME_ADAB, 102.1, UNIT_MACHINE_GUN, 658.0, 813
185, LOC_CITY_NAME_LAGASH, 183.6, BUILDING_SEWER, 183.6, 134
185, LOC_CITY_NAME_SIPPAR, 56.2, UNIT_MECHANIZED_INFANTRY, 281.6, 435
185, LOC_CITY_NAME_NIPPUR, 40.6, BUILDING_AIRPORT, 89.9, 402
185, LOC_CITY_NAME_ERIDU, 34.5, DISTRICT_COMMERCIAL_HUB, 194.9, 322
185, LOC_CITY_NAME_AKSHAK, 6.7, UNIT_MISSILE_CRUISER, 235.3, 455
185, LOC_CITY_NAME_LARSA, 32.5, BUILDING_HANGAR, 183.4, 311
185, LOC_CITY_NAME_NIDAROS, 70.0, DISTRICT_AERODROME, 201.7, 263
185, LOC_CITY_NAME_KRISTIANSAND, 28.9, BUILDING_ARENA, 125.3, 100
185, LOC_CITY_NAME_STAVANGER, 61.2, BUILDING_WORKSHOP, 61.2, 130
185, LOC_CITY_NAME_KABUL, 81.3, BUILDING_HANGAR, 81.3, 311
185, LOC_CITY_NAME_SKEDSMO, 37.4, BUILDING_ZOO, 184.2, 298
185, LOC_CITY_NAME_SKIEN, 34.7, UNIT_BOMBER, 156.7, 375
185, LOC_CITY_NAME_OSLO, 45.7, BUILDING_MILITARY_ACADEMY, 142.2, 261
185, LOC_CITY_NAME_AVALDSNES, 18.7, DISTRICT_COMMERCIAL_HUB, 85.5, 263
185, LOC_CITY_NAME_GENEVA, 52.7, BUILDING_UNIVERSITY, 52.7, 167
185, LOC_CITY_NAME_ALESUND, 14.0, BUILDING_STAR_FORT, 88.3, 204
185, LOC_CITY_NAME_LONDON, 75.6, UNIT_SUBMARINE, 751.3, 723
185, LOC_CITY_NAME_SHEFFIELD, 265.7, UNIT_ENGLISH_REDCOAT, 265.7, 511
185, LOC_CITY_NAME_BRISTOL, 117.5, BUILDING_UNIVERSITY, 117.5, 167
185, LOC_CITY_NAME_BIRMINGHAM, 171.5, BUILDING_AIRPORT, 171.5, 402
