Game Turn, Player, Category, Target Type, Target Info, Unit Info, Extra
182, 5, Wander, , , UNIT_CAVALRY (15204391), Move To: 50 25
182, 5, Wander, , , UNIT_SUBMARINE (17891372), Move To: 54 16
182, 5, Wander, , , UNIT_INFANTRY (20447278), Move To: 56 25
182, 5, Wander, , , UNIT_SUBMARINE (19529779), Move To: 53 27
182, 5, Wander Back to City, , , UNIT_SUBMARINE (15007798), Move To: 55 20
182, 5, Wander, , , UNIT_BOMBARD (12582968), Move To: 53 27
182, 5, Wander, , , UNIT_FRIGATE (9240633), Move To: 50 25
182, 5, Wander, , , UNIT_IRONCLAD (11927616), Move To: 55 20
182, 5, Wander, , , UNIT_INFANTRY (16777284), Move To: 53 20
182, 5, Wander Back to City, , , UNIT_SUBMARINE (17432646), Move To: 54 16
182, 5, Wander, , , UNIT_INFANTRY (17367111), Move To: 56 25
182, 5, Wander, , , UNIT_SUBMARINE (16842829), Move To: 53 27
182, 5, HL: Move To Safety, , , UNIT_SCOUT (2555910), Move To: 18 25
182, 5, HL: Move Missionary, , , UNIT_MISSIONARY (20119610)
182, 5, HL: Move Missionary, , , UNIT_MISSIONARY (18808892)
182, 6, Leader Formation, , , UNIT_GREAT_GENERAL (15073291), 24 19
182, 6, Leader Formation, , , UNIT_GREAT_ADMIRAL (11730966), 24 24
182, 6, Move to safety, , , UNIT_BRAZILIAN_MINAS_GERAES (5177378), Current Danger: 195
182, 6, Promote, , , UNIT_CROSSBOWMAN (11272228), 
182, 6, Promote, , , UNIT_BRAZILIAN_MINAS_GERAES (13303847), 
182, 6, Heal, , , UNIT_MUSKETMAN (12320781), 
182, 6, Attack City District, TARGET_ENEMY_COMBAT_DISTRICT, DISTRICT_CITY_CENTER (2424866), UNIT_KNIGHT (9306113), Expected Damage: 0
182, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (17301508), Move To: 23 25
182, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (15925260), Move To: 21 20
182, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (14942223), Move To: 21 22
182, 6, Wander, , , UNIT_CROSSBOWMAN (15269930), Move To: 25 28
182, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (15335467), Move To: 24 24
182, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (7798830), Move To: 21 23
182, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (12845107), Move To: 24 24
182, 6, Wander, , , UNIT_MUSKETMAN (10944564), Move To: 32 16
182, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (16121910), Move To: 31 20
182, 6, Wander, , , UNIT_HORSEMAN (4325406), Move To: 27 41
182, 6, Wander, , , UNIT_CROSSBOWMAN (9961507), Move To: 30 40
182, 6, Wander, , , UNIT_CROSSBOWMAN (10485807), Move To: 29 42
182, 6, HL: Move Missionary, , , UNIT_MISSIONARY (17170432)
182, 6, HL: Move Missionary, , , UNIT_APOSTLE (15663110)
182, 6, HL: Move Missionary, , , UNIT_APOSTLE (13959176)
182, 6, HL: Move Missionary, , , UNIT_MISSIONARY (16842766)
182, 6, HL: Move Missionary, , , UNIT_MISSIONARY (16056351)
182, 6, HL: Explore, , , UNIT_NATURALIST (10027045), Move To: 61 33
182, 6, HL: Explore, , , UNIT_NATURALIST (10027045), Move To: 61 34
182, 6, HL: End Turn, , , UNIT_BUILDER (16777242)
182, 6, HL: End Turn, , , UNIT_NATURALIST (10027045)
182, 7, AIR: Deploy, , , UNIT_FIGHTER (13500491), Move To: 61 16
182, 7, Wander Back to City, , , UNIT_MUSKETMAN (14680066), Move To: 69 16
182, 7, Wander, , , UNIT_ARABIAN_MAMLUK (3014663), Move To: 59 8
182, 7, Wander Back to City, , , UNIT_MUSKETMAN (14155785), Move To: 69 16
182, 7, Wander, , , UNIT_MUSKETMAN (14483466), Move To: 66 13
182, 7, Wander, , , UNIT_ARABIAN_MAMLUK (4390932), Move To: 58 13
182, 7, Wander, , , UNIT_ARABIAN_MAMLUK (4128791), Move To: 56 7
182, 7, Wander, , , UNIT_MUSKETMAN (14352408), Move To: 57 12
182, 7, Wander, , , UNIT_ARABIAN_MAMLUK (6553628), Move To: 70 5
182, 7, Wander, , , UNIT_MUSKETMAN (11337764), Move To: 63 17
182, 7, Wander, , , UNIT_MUSKETMAN (12714022), Move To: 59 13
182, 7, Wander, , , UNIT_ARABIAN_MAMLUK (6291496), Move To: 60 3
182, 7, Wander, , , UNIT_MUSKETMAN (9175084), Move To: 63 8
182, 7, Wander, , , UNIT_ARABIAN_MAMLUK (7405616), Move To: 69 3
182, 7, Wander, , , UNIT_MUSKETMAN (11272241), Move To: 63 12
182, 7, Wander, , , UNIT_ARABIAN_MAMLUK (7602226), Move To: 66 5
182, 7, Wander, , , UNIT_ARABIAN_MAMLUK (8323125), Move To: 54 9
182, 7, Wander, , , UNIT_MUSKETMAN (11862081), Move To: 61 13
182, 7, Wander, , , UNIT_MUSKETMAN (12517444), Move To: 58 12
182, 7, Wander, , , UNIT_MUSKETMAN (13041736), Move To: 62 21
182, 7, Wander, , , UNIT_MUSKETMAN (13303881), Move To: 64 13
182, 7, Wander, , , UNIT_MUSKETMAN (13238346), Move To: 65 14
182, 7, Wander, , , UNIT_ARCHER (2162696), Move To: 67 26
182, 7, Wander, , , UNIT_ARCHER (2359310), Move To: 61 11
182, 7, Wander, , , UNIT_ARCHER (2686992), Move To: 68 5
182, 7, Wander, , , UNIT_ARCHER (2293777), Move To: 62 8
182, 7, Wander, , , UNIT_ARABIAN_MAMLUK (3866643), Move To: 62 6
182, 7, Wander, , , UNIT_BOMBARD (10354713), Move To: 56 11
182, 7, Wander, , , UNIT_BOMBARD (10027040), Move To: 60 7
182, 7, Wander, , , UNIT_BOMBARD (8650786), Move To: 67 42
182, 7, Wander, , , UNIT_MUSKETMAN (12648491), Move To: 59 4
182, 7, Wander, , , UNIT_BOMBARD (10813486), Move To: 69 40
182, 7, Wander, , , UNIT_FRIGATE (7798835), Move To: 22 44
182, 7, Wander, , , UNIT_MUSKETMAN (13631542), Move To: 56 12
182, 7, Wander, , , UNIT_BOMBARD (8585272), Move To: 59 11
182, 7, Wander, , , UNIT_BOMBARD (12582970), Move To: 60 31
182, 7, Wander, , , UNIT_MUSKETMAN (12320835), Move To: 66 18
182, 7, HL: Move Missionary, , , UNIT_MISSIONARY (14745600)
182, 7, HL: Move Missionary, , , UNIT_MISSIONARY (13434911)
182, 7, HL: Move Missionary, , , UNIT_MISSIONARY (14549034)
182, 7, HL: Move Missionary, , , UNIT_MISSIONARY (8847417)
182, 7, HL: Move Missionary, , , UNIT_MISSIONARY (14024780)
182, 7, HL: Move Missionary, , , UNIT_MISSIONARY (14221389)
182, 7, HL: Explore fallback, , , UNIT_SCOUT (3407875), Move To: 83 50
182, 7, HL: End Turn, , , UNIT_SCOUT (3407875)
182, 7, HL: End Turn, , , UNIT_BUILDER (14090287)
182, 9, Wander, , , UNIT_MUSKETMAN (1310721), Move To: 40 47
182, 9, Wander, , , UNIT_SUBMARINE (1441794), Move To: 38 44
182, 9, Wander, , , UNIT_CROSSBOWMAN (1048579), Move To: 45 47
182, 9, Wander, , , UNIT_CROSSBOWMAN (983044), Move To: 44 50
182, 10, Wander, , , UNIT_MUSKETMAN (1179648), Move To: 58 48
182, 10, Wander, , , UNIT_MUSKETMAN (1048577), Move To: 55 45
182, 10, Wander, , , UNIT_CROSSBOWMAN (786434), Move To: 55 49
182, 10, Wander, , , UNIT_CROSSBOWMAN (851972), Move To: 56 50
182, 10, Wander, , , UNIT_FRIGATE (1245190), Move To: 54 45
182, 10, Wander, , , UNIT_CROSSBOWMAN (917511), Move To: 55 44
182, 10, Wander, , , UNIT_AT_CREW (1376264), Move To: 58 49
182, 10, HL: End Turn, , , UNIT_BUILDER (1310723)
182, 12, Wander, , , UNIT_CROSSBOWMAN (1572866), Move To: 63 41
182, 12, Wander, , , UNIT_CROSSBOWMAN (1376259), Move To: 64 39
182, 14, Wander, , , UNIT_MUSKETMAN (2031617), Move To: 28 38
182, 14, Wander, , , UNIT_WARRIOR (393220), Move To: 29 33
182, 14, Wander, , , UNIT_PIKEMAN (1703941), Move To: 28 34
182, 14, Wander, , , UNIT_CROSSBOWMAN (2162696), Move To: 28 32
182, 14, Wander, , , UNIT_MUSKETMAN (2228233), Move To: 27 35
182, 14, Wander, , , UNIT_ARCHER (1245195), Move To: 31 39
182, 14, Wander, , , UNIT_CROSSBOWMAN (2359310), Move To: 32 38
182, 14, Wander, , , UNIT_CROSSBOWMAN (2424847), Move To: 31 33
182, 14, Wander, , , UNIT_PIKEMAN (2555920), Move To: 28 35
182, 14, Wander, , , UNIT_CROSSBOWMAN (1835025), Move To: 29 35
182, 15, Wander, , , UNIT_PIKEMAN (1245185), Move To: 51 8
182, 15, Wander, , , UNIT_SLINGER (655362), Move To: 51 5
182, 15, Wander, , , UNIT_WARRIOR (327683), Move To: 50 5
182, 15, Wander, , , UNIT_MUSKETMAN (1179654), Move To: 51 11
182, 15, HL: End Turn, , , UNIT_BUILDER (1114112)
182, 16, Wander, , , UNIT_CROSSBOWMAN (1507328), Move To: 49 36
182, 16, Wander, , , UNIT_MUSKETMAN (1769473), Move To: 43 31
182, 16, Wander, , , UNIT_BOMBARD (1441794), Move To: 43 34
182, 16, Wander, , , UNIT_MUSKETMAN (1638403), Move To: 42 35
182, 16, Wander, , , UNIT_MUSKETMAN (1703941), Move To: 47 39
182, 16, Wander, , , UNIT_MUSKETMAN (1572870), Move To: 47 33
182, 16, Wander, , , UNIT_MUSKETMAN (1376263), Move To: 48 32
182, 16, Wander, , , UNIT_CROSSBOWMAN (1310729), Move To: 46 31
182, 20, Wander, , , UNIT_KNIGHT (851968), Move To: 69 11
182, 20, Wander, , , UNIT_CROSSBOWMAN (1507334), Move To: 66 11
182, 20, Wander, , , UNIT_MUSKETMAN (1179655), Move To: 69 8
182, 20, HL: End Turn, , , UNIT_SETTLER (589826)
182, 21, Wander Back to City, , , UNIT_WARRIOR (262144), Move To: 72 9
182, 21, Wander, , , UNIT_SUBMARINE (1310721), Move To: 77 8
182, 21, Wander Back to City, , , UNIT_CATAPULT (655362), Move To: 72 9
182, 21, Wander, , , UNIT_BOMBARD (1179653), Move To: 75 11
182, 21, Wander, , , UNIT_CROSSBOWMAN (1114118), Move To: 77 9
182, 21, HL: End Turn, , , UNIT_BUILDER (851971)
182, 22, Wander, , , UNIT_CATAPULT (720898), Move To: 72 40
182, 24, Wander, , , UNIT_CROSSBOWMAN (1441794), Move To: 59 26
182, 24, Wander, , , UNIT_FRIGATE (1507331), Move To: 62 28
182, 24, Wander, , , UNIT_FRIGATE (1703944), Move To: 61 31
182, 24, Wander, , , UNIT_CAVALRY (1769482), Move To: 59 27
182, 24, HL: End Turn, , , UNIT_BUILDER (1638400)
182, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_AT_CREW (14614750), AT: 63 50
182, 63, HL: Explore tertiary regions, , , UNIT_SCOUT (14680287), Move To: 57 41
182, 63, HL: End Turn, , , UNIT_SCOUT (14680287)
183, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14221329), Move To: 42 13
183, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14155794), Move To: 40 16
183, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14745621), Move To: 42 13
183, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14286872), Move To: 47 9
183, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14680090), Move To: 39 10
183, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14614558), Move To: 38 18
183, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14549038), Move To: 42 13
183, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14352432), Move To: 41 15
183, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14417969), Move To: 48 12
183, 1, AIR: Deploy, , , UNIT_JET_FIGHTER (14483506), Move To: 37 14
183, 1, HL: End Turn, , , UNIT_BUILDER (13762564)
183, 2, Leader Formation, , , UNIT_GREAT_GENERAL (9633809), 26 14
183, 2, AIR: Deploy, , , UNIT_FIGHTER (9175064), Move To: 25 16
183, 2, AIR: Deploy, , , UNIT_FIGHTER (9240605), Move To: 18 13
183, 2, HL: Move Missionary, , , UNIT_MISSIONARY (10027023)
183, 2, HL: Move Missionary, , , UNIT_APOSTLE (9502751)
183, 2, HL: Move Missionary, , , UNIT_MISSIONARY (9895972)
183, 2, HL: End Turn, , , UNIT_BUILDER (9764884)
183, 4, Leader Formation, , , UNIT_GREAT_ADMIRAL (8323117), 39 21
183, 4, Leader Formation, , , UNIT_GREAT_GENERAL (12910665), 44 19
183, 4, Heal, , , UNIT_ENGLISH_REDCOAT (14745611), 
183, 4, Heal, , , UNIT_ENGLISH_REDCOAT (14549007), 
183, 4, AIR: Rebase, , , UNIT_BIPLANE (10485810), Move To: 39 19
183, 4, AIR: Rebase, , , UNIT_BIPLANE (13762619), Move To: 41 17
183, 4, AIR: Deploy, , , UNIT_BIPLANE (13107240), Move To: 39 19
183, 4, AIR: Deploy, , , UNIT_BIPLANE (11796528), Move To: 39 19
183, 4, AIR: Deploy, , , UNIT_BIPLANE (11337791), Move To: 45 16
183, 4, Wander, , , UNIT_CAVALRY (6029312), Move To: 38 34
183, 4, Wander, , , UNIT_ENGLISH_REDCOAT (11862025), Move To: 47 19
183, 4, Wander, , , UNIT_ENGLISH_REDCOAT (14549007), Move To: 35 28
183, 4, Wander, , , UNIT_ENGLISH_REDCOAT (6619153), Move To: 43 30
183, 4, Wander, , , UNIT_ENGLISH_REDCOAT (14090262), Move To: 35 28
183, 4, Wander, , , UNIT_ENGLISH_REDCOAT (5898263), Move To: 41 20
183, 4, Wander, , , UNIT_MUSKETMAN (7995416), Move To: 44 30
183, 4, Wander, , , UNIT_ENGLISH_REDCOAT (14024732), Move To: 39 20
183, 4, Wander, , , UNIT_ENGLISH_REDCOAT (14680097), Move To: 42 20
183, 4, Wander Back to City, , , UNIT_MUSKETMAN (7340075), Move To: 35 38
183, 4, Wander, , , UNIT_ENGLISH_REDCOAT (8060972), Move To: 45 26
183, 4, Wander, , , UNIT_ENGLISH_REDCOAT (8978481), Move To: 44 20
183, 4, Wander, , , UNIT_ENGLISH_REDCOAT (13828147), Move To: 38 37
183, 4, Wander, , , UNIT_ENGLISH_REDCOAT (9764916), Move To: 38 39
183, 4, Wander Back to City, , , UNIT_SUBMARINE (9961526), Move To: 35 38
183, 4, Wander, , , UNIT_ENGLISH_REDCOAT (13303863), Move To: 40 17
183, 4, Wander, , , UNIT_ENGLISH_REDCOAT (12189756), Move To: 44 20
183, 4, Wander, , , UNIT_ENGLISH_REDCOAT (14417986), Move To: 41 19
183, 4, Wander Back to City, , , UNIT_SUBMARINE (13566021), Move To: 45 16
183, 4, Wander, , , UNIT_ENGLISH_REDCOAT (12845128), Move To: 44 20
183, 4, Wander, , , UNIT_ENGLISH_REDCOAT (13172810), Move To: 39 39
183, 4, Wander, , , UNIT_ENGLISH_REDCOAT (14942285), Move To: 42 16
183, 4, Wander, , , UNIT_CROSSBOWMAN (4259866), Move To: 34 29
183, 4, Wander, , , UNIT_CROSSBOWMAN (4390939), Move To: 30 37
183, 4, Wander, , , UNIT_MUSKETMAN (7471135), Move To: 33 38
183, 4, Wander, , , UNIT_BOMBARD (8454190), Move To: 32 37
183, 4, HL: Explore fallback, , , UNIT_SCOUT (655367), Move To: 22 49
183, 4, HL: Explore fallback, , , UNIT_SCOUT (11468838), Move To: 51 20
183, 4, HL: Explore fallback, , , UNIT_SCOUT (11534401), Move To: 49 22
183, 4, HL: End Turn, , , UNIT_SCOUT (655367)
183, 4, HL: End Turn, , , UNIT_SCOUT (11468838)
183, 4, HL: End Turn, , , UNIT_BUILDER (10944570)
183, 4, HL: End Turn, , , UNIT_SCOUT (11534401)
183, 5, Leader Formation, , , UNIT_GREAT_ADMIRAL (14090290), 51 21
183, 5, Leader Formation, , , UNIT_GREAT_GENERAL (11010114), 52 32
183, 5, Heal, , , UNIT_CAVALRY (15204391), 
183, 5, Wander, , , UNIT_KNIGHT (6684675), Move To: 57 25
183, 5, Wander, , , UNIT_SUBMARINE (17891372), Move To: 52 15
183, 5, Wander, , , UNIT_INFANTRY (20447278), Move To: 56 25
183, 5, Wander, , , UNIT_SUBMARINE (19529779), Move To: 53 27
183, 5, Wander Back to City, , , UNIT_SUBMARINE (15007798), Move To: 55 20
183, 5, Wander, , , UNIT_FRIGATE (9240633), Move To: 50 25
183, 5, Wander, , , UNIT_IRONCLAD (11927616), Move To: 53 27
183, 5, Wander, , , UNIT_INFANTRY (16777284), Move To: 55 20
183, 5, Wander, , , UNIT_SUBMARINE (17432646), Move To: 54 16
183, 5, Wander, , , UNIT_SUBMARINE (16842829), Move To: 53 27
183, 5, Wander, , , UNIT_SUBMARINE (18284616), Move To: 52 17
183, 5, HL: Move To Safety, , , UNIT_SCOUT (2555910), Move To: 18 26
183, 5, HL: Move Missionary, , , UNIT_MISSIONARY (20906031)
183, 5, HL: Move Missionary, , , UNIT_MISSIONARY (20119610)
183, 5, HL: Build Improvement, , , UNIT_MILITARY_ENGINEER, Move 60 24
183, 6, Leader Formation, , , UNIT_GREAT_GENERAL (15073291), 24 19
183, 6, Leader Formation, , , UNIT_GREAT_ADMIRAL (11730966), 23 25
183, 6, Move to safety, , , UNIT_BRAZILIAN_MINAS_GERAES (7798830), Current Danger: 225
183, 6, Wander, , , UNIT_KNIGHT (9306113), Move To: 31 20
183, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (17301508), Move To: 21 27
183, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (15925260), Move To: 22 21
183, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (14942223), Move To: 21 17
183, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (5177378), Move To: 21 23
183, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (13303847), Move To: 31 20
183, 6, Wander, , , UNIT_CROSSBOWMAN (15269930), Move To: 26 35
183, 6, Wander Back to City, , , UNIT_BRAZILIAN_MINAS_GERAES (15335467), Move To: 24 24
183, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (12845107), Move To: 22 27
183, 6, Wander, , , UNIT_MUSKETMAN (10944564), Move To: 32 16
183, 6, Wander, , , UNIT_BRAZILIAN_MINAS_GERAES (16121910), Move To: 31 20
183, 6, HL: Move Missionary, , , UNIT_MISSIONARY (17170432)
183, 6, HL: Move Missionary, , , UNIT_APOSTLE (15663110)
183, 6, HL: Move Missionary, , , UNIT_APOSTLE (13959176)
183, 6, HL: Move Missionary, , , UNIT_MISSIONARY (16842766)
183, 6, HL: Move Missionary, , , UNIT_MISSIONARY (16056351)
183, 6, HL: Explore, , , UNIT_NATURALIST (10027045), Move To: 64 38
183, 6, HL: End Turn, , , UNIT_NATURALIST (10027045)
183, 7, Heal, , , UNIT_MUSKETMAN (13631542), 
183, 7, Heal, , , UNIT_MUSKETMAN (14876742), 
183, 7, AIR: Deploy, , , UNIT_FIGHTER (13500491), Move To: 61 16
183, 7, Wander, , , UNIT_MUSKETMAN (14680066), Move To: 67 17
183, 7, Wander, , , UNIT_ARABIAN_MAMLUK (3014663), Move To: 63 6
183, 7, Wander, , , UNIT_MUSKETMAN (14155785), Move To: 65 17
183, 7, Wander, , , UNIT_MUSKETMAN (14483466), Move To: 67 16
183, 7, Wander, , , UNIT_ARABIAN_MAMLUK (4390932), Move To: 59 8
183, 7, Wander, , , UNIT_ARABIAN_MAMLUK (4128791), Move To: 53 10
183, 7, Wander, , , UNIT_MUSKETMAN (14352408), Move To: 56 12
183, 7, Wander, , , UNIT_ARABIAN_MAMLUK (6553628), Move To: 70 4
183, 7, Wander, , , UNIT_MUSKETMAN (11337764), Move To: 62 15
183, 7, Wander, , , UNIT_MUSKETMAN (12714022), Move To: 64 11
183, 7, Wander, , , UNIT_ARABIAN_MAMLUK (6291496), Move To: 63 3
183, 7, Wander Back to City, , , UNIT_MUSKETMAN (12648491), Move To: 68 5
183, 7, Wander, , , UNIT_MUSKETMAN (9175084), Move To: 60 12
183, 7, Wander, , , UNIT_ARABIAN_MAMLUK (7405616), Move To: 68 3
183, 7, Wander, , , UNIT_MUSKETMAN (11272241), Move To: 60 14
183, 7, Wander, , , UNIT_ARABIAN_MAMLUK (7602226), Move To: 66 4
183, 7, Wander, , , UNIT_ARABIAN_MAMLUK (8323125), Move To: 53 12
183, 7, Wander, , , UNIT_MUSKETMAN (11862081), Move To: 61 10
183, 7, Wander, , , UNIT_MUSKETMAN (12517444), Move To: 60 10
183, 7, Wander, , , UNIT_MUSKETMAN (13041736), Move To: 62 19
183, 7, Wander, , , UNIT_MUSKETMAN (13303881), Move To: 65 11
183, 7, Wander, , , UNIT_MUSKETMAN (13238346), Move To: 64 13
183, 7, Wander, , , UNIT_ARCHER (2162696), Move To: 66 25
183, 7, Wander, , , UNIT_ARCHER (2359310), Move To: 63 5
183, 7, Wander, , , UNIT_ARCHER (2686992), Move To: 69 5
183, 7, Wander, , , UNIT_ARCHER (2293777), Move To: 62 9
183, 7, Wander, , , UNIT_ARABIAN_MAMLUK (3866643), Move To: 61 5
183, 7, Wander, , , UNIT_BOMBARD (10354713), Move To: 61 11
183, 7, Wander, , , UNIT_BOMBARD (10027040), Move To: 58 10
183, 7, Wander, , , UNIT_BOMBARD (8650786), Move To: 67 40
183, 7, Wander, , , UNIT_BOMBARD (10813486), Move To: 69 41
183, 7, Wander, , , UNIT_FRIGATE (7798835), Move To: 20 42
183, 7, Wander, , , UNIT_BOMBARD (8585272), Move To: 59 13
183, 7, Wander, , , UNIT_BOMBARD (12582970), Move To: 61 30
183, 7, Wander, , , UNIT_MUSKETMAN (12320835), Move To: 69 16
183, 7, Wander, , , UNIT_MUSKETMAN (14876742), Move To: 56 11
183, 7, HL: Move Missionary, , , UNIT_MISSIONARY (14745600)
183, 7, HL: Move Missionary, , , UNIT_MISSIONARY (13434911)
183, 7, HL: Move Missionary, , , UNIT_MISSIONARY (14549034)
